"BehaviorSpace results (NetLogo 6.2.2)"
"AntsSwarmWars.nlogo"
"3 Swarms - 1"
"08/19/2022 03:16:02:617 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-50","50","-30","30"
"[run number]","nTrees","spawnChance","randomMap?","spawnRate","spiderStability","nutrition","showPS","nPrey","showPF","nAntlions","nSpiders","witherRate","startingCount","initFood","showPA","antWars","nEnergy","week","nFlowers","nBushes","[step]","count workers with [scent = 1]","count workers with [scent = 2]","count workers with [scent = 3]","food1Total","food2Total","food3Total"
"965","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","12","280","80","50","0","2000","12","21","27","1015","1210","1325"
"960","0","15","false","2","150","250","false","25","false","12","18","5","45","500","false","48","280","100","50","0","1921","38","25","9","1880","985","830"
"967","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","12","280","100","50","0","2000","21","19","24","1035","975","1665"
"969","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","24","270","80","50","0","1851","25","9","30","980","435","1355"
"974","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","24","280","80","50","0","1580","9","24","14","390","1255","710"
"971","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","24","270","100","50","0","1770","9","21","23","405","965","960"
"973","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","24","280","80","50","0","1614","28","22","9","1190","660","500"
"970","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","24","270","80","50","0","2000","20","13","32","850","745","1895"
"972","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","24","270","100","50","0","1973","33","9","23","1695","900","945"
"975","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","24","280","100","50","0","2000","12","29","26","705","1485","1160"
"977","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","36","270","80","50","0","1759","24","9","19","1035","420","725"
"978","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","36","270","80","50","0","1634","20","9","23","500","560","730"
"976","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","24","280","100","50","0","2000","28","24","14","1340","1000","770"
"984","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","36","280","100","50","0","1780","33","25","9","1685","955","440"
"981","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","36","280","80","50","0","1780","9","22","27","515","815","870"
"982","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","36","280","80","50","0","2000","25","30","25","1160","2040","1100"
"980","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","36","270","100","50","0","2000","24","22","18","1310","1415","890"
"979","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","36","270","100","50","0","2000","32","27","15","1685","1195","650"
"986","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","48","270","80","50","0","2000","25","22","16","1055","1585","1065"
"983","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","36","280","100","50","0","2000","31","17","28","1540","715","1100"
"987","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","48","270","100","50","0","2000","32","32","15","1700","1330","810"
"985","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","48","270","80","50","0","2000","14","23","11","865","1515","865"
"989","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","48","280","80","50","0","1780","37","26","7","2015","1235","375"
"988","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","48","270","100","50","0","1789","37","22","9","1865","960","690"
"994","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","12","270","80","50","0","1465","36","26","9","1035","680","295"
"991","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","48","280","100","50","0","2000","24","22","22","1410","810","945"
"990","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","48","280","80","50","0","1870","34","30","9","1600","1645","810"
"993","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","12","270","80","50","0","1771","34","9","43","1330","695","2145"
"992","0","15","false","2","150","250","false","25","false","18","6","5","35","500","false","48","280","100","50","0","2000","28","19","15","1305","840","780"
"1002","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","24","270","80","50","0","1349","31","50","9","1175","1925","385"
"995","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","12","270","100","50","0","1970","9","36","39","775","1360","1810"
"998","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","12","280","80","50","0","1941","37","27","9","1965","1005","735"
"997","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","12","280","80","50","0","2000","38","24","28","1730","1085","1215"
"996","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","12","270","100","50","0","2000","30","30","16","1380","1125","940"
"1001","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","24","270","80","50","0","1770","35","8","24","1145","410","815"
"1000","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","12","280","100","50","0","2000","34","23","36","1675","1020","1740"
"1003","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","24","270","100","50","0","1871","30","9","16","1950","590","600"
"1009","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","36","270","80","50","0","1045","40","31","9","770","690","240"
"999","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","12","280","100","50","0","2000","27","29","34","945","1135","1305"
"1004","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","24","270","100","50","0","1983","15","9","51","510","930","2420"
"1006","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","24","280","80","50","0","2000","28","30","13","1390","1700","835"
"1005","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","24","280","80","50","0","2000","31","25","15","1375","1725","835"
"1007","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","24","280","100","50","0","2000","33","21","29","1600","665","1050"
"1008","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","24","280","100","50","0","2000","32","36","42","1875","1820","1725"
"1010","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","36","270","80","50","0","2000","14","25","43","990","1155","1830"
"1014","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","36","280","80","50","0","1781","8","39","11","650","1435","760"
"1011","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","36","270","100","50","0","2000","39","31","25","1975","1915","1035"
"1012","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","36","270","100","50","0","2000","45","15","31","2495","645","1415"
"1017","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","48","270","80","50","0","1770","14","29","9","580","1200","680"
"1013","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","36","280","80","50","0","2000","19","25","18","1715","1460","1060"
"1020","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","48","270","100","50","0","1871","10","10","8","445","430","520"
"1015","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","36","280","100","50","0","2000","24","33","12","1120","1435","785"
"1019","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","48","270","100","50","0","1871","8","16","33","550","685","1125"
"1022","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","48","280","80","50","0","1711","18","24","9","485","1750","500"
"1016","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","36","280","100","50","0","2000","47","26","12","1885","1725","430"
"1018","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","48","270","80","50","0","2000","33","31","22","1820","1455","1470"
"1021","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","48","280","80","50","0","2000","19","27","14","920","1400","645"
"1024","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","48","280","100","50","0","1881","47","7","35","2510","545","1230"
"1023","0","15","false","2","150","250","false","25","false","18","6","5","45","500","false","48","280","100","50","0","2000","34","17","21","1535","920","755"
"1025","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","12","270","80","50","0","1770","14","22","8","645","1400","580"
"1029","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","12","280","80","50","0","1641","9","17","15","550","735","335"
"1026","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","12","270","80","50","0","1770","19","9","23","860","665","1090"
"1028","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","12","270","100","50","0","1871","10","17","8","410","675","440"
"1027","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","12","270","100","50","0","2000","19","23","28","1715","1475","1605"
"1031","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","12","280","100","50","0","1981","20","15","9","905","645","300"
"1030","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","12","280","80","50","0","2000","33","15","23","2175","815","1555"
"1037","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","24","280","80","50","0","1353","24","21","9","970","695","310"
"1034","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","24","270","80","50","0","1770","17","7","19","755","465","1230"
"1033","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","24","270","80","50","0","1770","17","9","20","830","325","920"
"1032","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","12","280","100","50","0","2000","22","23","19","1210","840","890"
"1035","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","24","270","100","50","0","2000","32","20","14","1660","1080","650"
"1036","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","24","270","100","50","0","1682","32","33","9","1640","1480","575"
"1039","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","24","280","100","50","0","1780","20","15","9","995","455","330"
"1044","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","36","270","100","50","0","1471","25","9","35","620","380","1125"
"1038","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","24","280","80","50","0","1879","26","9","14","1140","730","800"
"1042","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","36","270","80","50","0","1851","26","9","17","1040","755","775"
"1041","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","36","270","80","50","0","1805","9","21","21","340","910","895"
"1043","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","36","270","100","50","0","1846","14","19","9","360","960","715"
"1040","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","24","280","100","50","0","2000","33","15","13","2000","850","560"
"1047","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","36","280","100","50","0","1780","26","19","9","1080","770","315"
"1046","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","36","280","80","50","0","1886","17","14","9","890","660","650"
"1050","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","48","270","80","50","0","1511","22","9","10","810","410","405"
"1045","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","36","280","80","50","0","2000","26","22","29","1350","1275","1760"
"1052","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","48","270","100","50","0","1661","19","9","17","700","620","565"
"1048","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","36","280","100","50","0","2000","20","15","15","1565","925","645"
"1054","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","48","280","80","50","0","1850","11","13","9","720","795","645"
"1049","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","48","270","80","50","0","2000","22","26","11","1385","1395","780"
"1053","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","48","280","80","50","0","1780","24","16","9","1170","820","615"
"1056","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","48","280","100","50","0","1457","9","20","22","415","425","870"
"1051","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","48","270","100","50","0","2000","23","29","13","1295","1065","595"
"1055","0","15","false","2","150","250","false","25","false","18","12","5","35","500","false","48","280","100","50","0","2000","10","18","15","610","750","1005"
"1058","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","12","270","80","50","0","1541","45","9","17","1725","500","540"
"1057","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","12","270","80","50","0","2000","38","31","43","1660","1975","2580"
"1062","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","12","280","80","50","0","1780","22","26","5","1490","960","350"
"1061","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","12","280","80","50","0","2000","38","12","13","1965","835","720"
"1059","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","12","270","100","50","0","2000","27","24","22","1440","1025","1085"
"1060","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","12","270","100","50","0","1982","9","28","31","830","1225","1080"
"1064","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","12","280","100","50","0","2000","28","28","18","1445","1025","865"
"1063","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","12","280","100","50","0","2000","14","16","25","490","670","890"
"1065","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","24","270","80","50","0","2000","36","20","31","2085","1000","1335"
"1067","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","24","270","100","50","0","1767","47","9","24","2480","800","1025"
"1073","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","36","270","80","50","0","1390","9","24","30","365","950","1250"
"1066","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","24","270","80","50","0","2000","38","30","27","1705","1525","1180"
"1068","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","24","270","100","50","0","2000","32","32","27","1255","1080","1635"
"1072","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","24","280","100","50","0","2000","31","11","29","1580","860","995"
"1070","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","24","280","80","50","0","2000","16","15","36","1050","765","1745"
"1069","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","24","280","80","50","0","2000","32","29","23","1795","1760","1990"
"1071","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","24","280","100","50","0","2000","48","27","15","2375","1475","820"
"1074","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","36","270","80","50","0","2000","12","28","11","800","1400","830"
"1078","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","36","280","80","50","0","1822","35","13","9","1565","505","645"
"1076","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","36","270","100","50","0","2000","10","38","37","485","1610","1995"
"1079","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","36","280","100","50","0","1781","26","15","8","925","680","640"
"1075","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","36","270","100","50","0","2000","28","36","19","1035","1695","1085"
"1077","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","36","280","80","50","0","1966","39","9","23","1680","1010","1110"
"1081","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","48","270","80","50","0","1770","35","30","9","1185","1005","410"
"1082","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","48","270","80","50","0","1931","9","17","23","640","1565","1185"
"1080","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","36","280","100","50","0","2000","37","32","21","2035","1030","910"
"1085","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","48","280","80","50","0","1410","27","15","9","770","500","335"
"1090","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","12","270","80","50","0","1187","25","9","19","635","315","670"
"1089","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","12","270","80","50","0","1520","9","11","12","530","410","465"
"1084","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","48","270","100","50","0","1871","38","17","9","2140","625","600"
"1086","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","48","280","80","50","0","1780","39","26","8","1770","1055","545"
"1083","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","48","270","100","50","0","2000","31","28","24","1245","1615","805"
"1088","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","48","280","100","50","0","1981","24","7","10","1135","740","620"
"1087","0","15","false","2","150","250","false","25","false","18","12","5","45","500","false","48","280","100","50","0","2000","35","27","23","1335","895","875"
"1094","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","12","280","80","50","0","1681","24","17","9","825","580","435"
"1093","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","12","280","80","50","0","1821","24","9","22","955","600","870"
"1096","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","12","280","100","50","0","1568","27","18","9","1240","570","535"
"1092","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","12","270","100","50","0","2000","20","21","19","1145","905","660"
"1091","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","12","270","100","50","0","2000","12","17","23","805","705","1060"
"1099","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","24","270","100","50","0","1418","27","29","9","905","895","335"
"1095","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","12","280","100","50","0","2000","18","12","10","775","375","530"
"1097","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","24","270","80","50","0","1824","21","9","27","1520","705","1115"
"1102","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","24","280","80","50","0","1361","18","9","21","410","280","655"
"1098","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","24","270","80","50","0","1771","16","9","19","705","705","885"
"1100","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","24","270","100","50","0","1871","27","19","9","1385","1130","475"
"1101","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","24","280","80","50","0","1708","30","17","9","1560","765","515"
"1105","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","36","270","80","50","0","1131","27","9","21","655","290","830"
"1103","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","24","280","100","50","0","2000","14","25","12","820","1125","420"
"1110","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","36","280","80","50","0","1184","22","21","9","530","985","260"
"1104","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","24","280","100","50","0","2000","21","10","22","1275","815","1225"
"1107","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","36","270","100","50","0","1971","24","17","8","1175","1080","500"
"1109","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","36","280","80","50","0","1780","32","24","5","1650","1375","500"
"1108","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","36","270","100","50","0","2000","24","18","11","1340","1000","750"
"1106","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","36","270","80","50","0","1956","29","17","9","1440","1120","975"
"1114","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","48","270","80","50","0","1770","22","28","8","875","1815","545"
"1116","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","48","270","100","50","0","1516","19","9","19","1235","520","450"
"1117","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","48","280","80","50","0","1780","23","20","8","850","1035","415"
"1111","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","36","280","100","50","0","2000","20","15","18","725","660","1015"
"1113","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","48","270","80","50","0","2000","10","12","17","425","1040","1035"
"1112","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","36","280","100","50","0","2000","16","23","19","695","1430","835"
"1118","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","48","280","80","50","0","1608","20","9","30","835","615","1170"
"1115","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","48","270","100","50","0","2000","19","15","12","845","720","570"
"1119","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","48","280","100","50","0","1625","9","19","27","530","725","935"
"1120","0","15","false","2","150","250","false","25","false","18","18","5","35","500","false","48","280","100","50","0","2000","25","10","10","1280","720","660"
"1121","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","12","270","80","50","0","2000","10","21","36","545","1215","1595"
"1123","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","12","270","100","50","0","1605","21","26","9","670","795","500"
"1122","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","12","270","80","50","0","1722","25","11","9","1040","670","660"
"1125","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","12","280","80","50","0","1633","29","9","26","1495","280","765"
"1124","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","12","270","100","50","0","1871","9","34","11","720","1890","675"
"1130","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","24","270","80","50","0","1227","24","14","9","510","355","365"
"1126","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","12","280","80","50","0","1678","28","14","9","870","315","705"
"1127","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","12","280","100","50","0","1595","34","25","9","1030","1080","565"
"1134","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","24","280","80","50","0","1295","41","9","21","1275","315","535"
"1135","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","24","280","100","50","0","1323","9","27","23","370","870","495"
"1129","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","24","270","80","50","0","2000","34","14","21","1605","1050","1275"
"1128","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","12","280","100","50","0","1893","35","23","9","1565","965","800"
"1133","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","24","280","80","50","0","1674","21","27","9","785","880","825"
"1132","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","24","270","100","50","0","2000","32","19","13","1835","510","680"
"1131","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","24","270","100","50","0","2000","21","38","23","860","1890","1420"
"1137","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","36","270","80","50","0","1761","23","32","9","885","1375","325"
"1136","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","24","280","100","50","0","2000","14","15","31","700","845","1535"
"1143","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","36","280","100","50","0","1262","31","9","24","960","325","465"
"1139","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","36","270","100","50","0","1535","26","32","9","1570","970","405"
"1140","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","36","270","100","50","0","1822","23","9","11","1225","525","445"
"1138","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","36","270","80","50","0","2000","17","21","35","1150","1255","1775"
"1144","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","36","280","100","50","0","1657","18","23","9","610","620","660"
"1141","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","36","280","80","50","0","1780","19","36","6","960","1425","775"
"1145","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","48","270","80","50","0","1539","9","31","14","295","1560","595"
"1146","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","48","270","80","50","0","1311","39","30","9","1075","880","380"
"1142","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","36","280","80","50","0","2000","11","17","18","680","1100","875"
"1147","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","48","270","100","50","0","1428","24","9","36","915","420","1290"
"1151","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","48","280","100","50","0","1359","24","9","24","930","215","585"
"1150","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","48","280","80","50","0","1408","30","9","32","925","355","675"
"1149","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","48","280","80","50","0","1702","26","21","9","975","840","705"
"1153","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","12","270","80","50","0","1583","32","17","9","1195","775","925"
"1148","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","48","270","100","50","0","2000","20","28","15","915","1210","705"
"1152","0","15","false","2","150","250","false","25","false","18","18","5","45","500","false","48","280","100","50","0","2000","24","30","13","1190","1130","620"
"1157","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","12","280","80","50","0","1681","38","17","9","1580","665","470"
"1156","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","12","270","100","50","0","1810","10","30","9","650","1225","705"
"1155","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","12","270","100","50","0","2000","10","26","20","625","960","935"
"1154","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","12","270","80","50","0","1982","27","26","9","1335","1105","925"
"1158","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","12","280","80","50","0","2000","29","20","31","1290","840","1085"
"1159","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","12","280","100","50","0","2000","16","21","15","1040","760","925"
"1161","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","24","270","80","50","0","1590","25","12","5","900","445","630"
"1163","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","24","270","100","50","0","1891","9","27","21","685","1385","935"
"1160","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","12","280","100","50","0","2000","19","21","21","855","880","940"
"1162","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","24","270","80","50","0","2000","20","27","22","1300","1445","1020"
"1165","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","24","280","80","50","0","2000","24","15","15","1285","680","665"
"1164","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","24","270","100","50","0","2000","16","27","10","840","1100","515"
"1171","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","36","270","100","50","0","1412","25","9","26","785","430","720"
"1167","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","24","280","100","50","0","2000","16","28","34","610","985","1325"
"1169","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","36","270","80","50","0","1979","18","9","17","925","710","720"
"1166","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","24","280","80","50","0","2000","24","24","26","1190","970","1275"
"1168","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","24","280","100","50","0","1901","14","30","9","640","1245","505"
"1170","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","36","270","80","50","0","1851","9","31","15","725","1335","935"
"1173","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","36","280","80","50","0","1817","30","16","9","935","870","290"
"1177","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","48","270","80","50","0","1590","19","8","11","955","570","675"
"1174","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","36","280","80","50","0","1959","32","9","15","1690","520","450"
"1175","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","36","280","100","50","0","2000","28","19","26","1270","765","1095"
"1172","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","36","270","100","50","0","2000","15","31","28","630","1485","1140"
"1178","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","48","270","80","50","0","1591","17","9","11","665","640","620"
"1176","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","36","280","100","50","0","1730","9","26","30","600","1220","885"
"1182","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","48","280","80","50","0","1925","9","23","18","785","1220","930"
"1181","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","48","280","80","50","0","2000","11","29","15","845","1485","775"
"1180","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","48","270","100","50","0","2000","14","21","19","540","1440","740"
"1183","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","48","280","100","50","0","2000","27","21","35","1045","755","1675"
"1179","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","48","270","100","50","0","2000","32","20","30","1500","1040","1115"
"1184","0","30","false","2","150","220","false","25","false","6","6","5","35","500","false","48","280","100","50","0","2000","28","19","25","1250","770","1280"
"1187","0","30","false","2","150","220","false","25","false","6","6","5","45","500","false","12","270","100","50","0","1911","30","34","9","1160","1095","750"
"1185","0","30","false","2","150","220","false","25","false","6","6","5","45","500","false","12","270","80","50","0","1810","33","9","37","1175","745","1120"
"1186","0","30","false","2","150","220","false","25","false","6","6","5","45","500","false","12","270","80","50","0","2000","38","14","18","2020","905","665"
"1189","0","30","false","2","150","220","false","25","false","6","6","5","45","500","false","12","280","80","50","0","2000","20","26","22","955","1215","990"
"1190","0","30","false","2","150","220","false","25","false","6","6","5","45","500","false","12","280","80","50","0","2000","18","28","23","1035","1165","1165"
