"BehaviorSpace results (NetLogo 6.2.2)"
"AntsVariablesTest.nlogo"
"Baseline"
"08/18/2022 08:57:31:793 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","nTrees","spawnChance","spiderStability","nutrition","showPS","nPrey","showPF","nAntlions","nSpiders","initFood","startingCount","showPA","nEnergy","week","antWars","nFlowers","nBushes","spawnRate","witherRate","[step]","count workers","food1Total","storedFoodTEST","count [bushes in-radius 10] of patch 0 0","count [bushes in-radius 20] of patch 0 0","count [bushes in-radius 30] of patch 0 0"
"157","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","10","6","434","40","1860","2002","1","3","5"
"138","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","1","2","2000","48","2230","587","1","3","5"
"160","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","10","10","458","40","1925","2014","1","3","5"
"136","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","1","2","2000","47","1825","104","1","3","5"
"139","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","1","6","2000","47","2345","726","1","3","5"
"142","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","1","10","2000","48","2435","876","1","3","5"
"161","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","10","10","519","40","1965","2001","1","3","5"
"162","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","10","10","407","40","1850","2002","1","3","5"
"143","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","1","10","2000","48","2170","594","1","3","5"
"144","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","1","10","2000","47","2505","967","1","3","5"
"140","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","1","6","2000","48","2160","467","1","3","5"
"137","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","1","2","2000","47","2080","515","1","3","5"
"141","25","7","100","120","false","25","false","5","2","500","40","false","300","180","35","50","15","1","6","2000","45","1900","255","1","3","5"
"164","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","1","2","1541","1","835","3","1","3","5"
"167","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","1","6","1711","16","1720","305","1","3","5"
"163","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","1","2","1471","6","1240","86","1","3","5"
"168","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","1","6","1716","9","1585","126","1","3","5"
"169","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","1","10","1716","18","1845","200","1","3","5"
"172","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","5","2","1189","48","4080","2001","1","3","5"
"171","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","1","10","1716","14","1985","73","1","3","5"
"170","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","1","10","1716","15","1590","72","1","3","5"
"165","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","1","2","1716","17","1515","57","1","3","5"
"166","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","1","6","1711","13","1525","71","1","3","5"
"175","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","5","6","1507","48","4960","2019","1","3","5"
"174","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","5","2","1611","48","5200","2002","1","3","5"
"177","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","5","6","1303","48","4590","2001","1","3","5"
"176","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","5","6","1464","48","5160","2007","1","3","5"
"186","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","10","6","539","48","2465","2003","1","3","5"
"178","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","5","10","1066","48","3845","2003","1","3","5"
"183","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","10","2","694","48","3070","2014","1","3","5"
"187","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","10","10","512","48","2510","2012","1","3","5"
"182","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","10","2","880","48","3510","2002","1","3","5"
"173","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","5","2","1680","48","5240","2021","1","3","5"
"184","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","10","6","713","48","3160","2014","1","3","5"
"189","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","10","10","601","48","2740","2006","1","3","5"
"185","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","10","6","900","48","3595","2007","1","3","5"
"179","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","5","10","1531","48","5185","2003","1","3","5"
"188","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","10","10","648","48","2795","2002","1","3","5"
"180","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","5","10","1438","48","4935","2004","1","3","5"
"181","25","7","100","120","false","25","false","5","2","500","40","false","450","60","35","50","15","10","2","1117","48","4365","2004","1","3","5"
"201","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","5","2","676","48","2140","2005","1","3","5"
"204","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","5","6","565","48","2010","2002","1","3","5"
"200","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","5","2","763","48","2375","2001","1","3","5"
"199","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","5","2","789","48","2345","2003","1","3","5"
"203","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","5","6","701","48","2255","2013","1","3","5"
"205","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","5","10","465","48","1835","2002","1","3","5"
"208","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","10","2","419","48","1865","2005","1","3","5"
"202","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","5","6","1065","48","2840","2001","1","3","5"
"209","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","10","2","448","48","1910","2010","1","3","5"
"190","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","1","2","2000","27","1625","46","1","3","5"
"206","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","5","10","690","48","2175","2002","1","3","5"
"210","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","10","2","424","48","1885","2009","1","3","5"
"211","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","10","6","356","40","1780","2003","1","3","5"
"213","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","10","6","386","48","1855","2006","1","3","5"
"212","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","10","6","371","48","1795","2011","1","3","5"
"191","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","1","2","2000","36","1640","50","1","3","5"
"192","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","1","2","2000","46","1835","10","1","3","5"
"207","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","5","10","886","48","2520","2012","1","3","5"
"214","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","10","10","409","48","1840","2009","1","3","5"
"215","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","10","10","440","48","1870","2010","1","3","5"
"193","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","1","6","2000","47","2030","10","1","3","5"
"216","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","10","10","470","48","1855","2010","1","3","5"
"195","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","1","6","2000","47","2010","14","1","3","5"
"196","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","1","10","2000","48","2130","10","1","3","5"
"194","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","1","6","2000","46","2050","46","1","3","5"
"197","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","1","10","2000","48","2210","10","1","3","5"
"198","25","7","100","120","false","25","false","5","2","500","40","false","450","120","35","50","15","1","10","2000","48","2160","50","1","3","5"
"226","25","7","100","120","false","25","false","5","2","500","40","false","450","180","35","50","15","5","2","576","48","1875","2001","1","3","5"
"228","25","7","100","120","false","25","false","5","2","500","40","false","450","180","35","50","15","5","2","619","48","1905","2005","1","3","5"
"227","25","7","100","120","false","25","false","5","2","500","40","false","450","180","35","50","15","5","2","687","48","1910","2002","1","3","5"
"229","25","7","100","120","false","25","false","5","2","500","40","false","450","180","35","50","15","5","6","592","48","1915","2004","1","3","5"
