"BehaviorSpace results (NetLogo 6.2.2)"
"AntsSwarmWars.nlogo"
"Experiment2"
"08/19/2022 19:36:21:419 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-30","30"
"[run number]","spawnChance","spawnRate","witherRate","nutrition","nEnergy","week","initFood","startingCount","nAntlions","nSpiders","spiderStability","antWars","nTrees","nFlowers","nBushes","nPrey","showPS","showPF","showPA","[step]","count workers","food1Total","storedFoodTEST","spiderKills","lionKills","energyKills"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","481","22","310","475","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","429","37","370","513","9","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","482","22","310","475","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","461","30","450","547","14","6","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","483","22","310","475","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","430","37","375","498","9","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","462","30","450","547","14","6","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","484","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","463","30","450","547","14","6","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","431","37","375","487","9","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","464","30","450","547","14","6","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","485","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","432","37","375","477","9","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","465","30","450","547","14","6","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","486","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","433","37","375","477","9","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","466","30","450","547","14","6","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","487","22","310","467","16","11","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","488","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","434","37","375","477","9","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","467","30","450","547","14","6","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","489","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","435","37","375","477","9","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","468","30","450","547","14","6","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","490","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","436","37","375","477","9","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","469","30","450","547","14","6","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","491","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","470","30","450","547","14","6","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","437","37","375","477","9","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","492","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","471","30","450","547","14","6","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","438","37","375","477","9","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","493","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","472","28","450","547","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","439","37","375","477","9","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","494","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","473","28","450","547","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","495","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","440","37","375","477","9","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","474","28","455","547","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","496","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","441","37","380","477","9","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","475","28","460","547","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","497","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","442","37","380","477","9","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","498","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","476","28","460","547","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","443","37","380","477","9","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","499","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","477","28","460","552","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","444","37","385","477","9","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","500","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","478","28","465","552","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","445","37","385","477","9","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","501","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","479","28","465","557","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","446","37","385","477","9","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","502","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","480","28","465","562","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","503","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","481","28","470","562","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","447","37","390","477","9","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","504","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","482","28","470","562","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","448","36","390","477","10","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","505","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","483","28","470","567","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","449","36","390","477","10","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","506","22","310","467","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","484","28","470","565","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","507","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","450","36","390","477","10","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","485","28","475","565","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","508","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","451","36","390","477","10","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","486","28","475","565","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","509","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","452","36","390","477","10","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","487","28","475","565","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","510","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","453","36","390","477","10","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","488","28","475","565","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","511","22","310","467","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","454","35","390","477","11","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","489","28","475","570","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","455","35","390","477","11","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","490","28","475","570","14","8","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","491","28","475","570","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","512","24","310","450","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","456","35","390","477","11","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","492","28","485","575","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","513","24","310","437","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","457","35","390","477","11","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","493","28","485","575","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","514","24","310","424","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","458","35","390","470","11","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","494","28","485","580","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","515","24","310","411","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","459","34","390","470","12","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","495","28","490","580","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","460","34","390","470","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","516","24","310","402","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","496","28","490","580","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","461","34","390","470","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","517","24","310","386","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","497","28","490","580","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","462","34","390","475","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","518","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","498","28","490","580","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","519","24","310","384","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","463","34","390","475","12","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","499","28","490","585","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","520","24","310","384","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","464","34","390","475","12","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","500","28","495","585","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","521","24","310","384","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","465","34","390","475","12","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","501","28","495","585","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","522","24","310","384","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","466","34","390","475","12","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","502","28","495","585","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","523","24","310","384","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","467","34","390","475","12","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","503","28","500","590","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","524","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","504","28","505","590","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","468","34","390","475","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","525","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","505","28","505","590","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","526","24","310","384","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","469","34","390","475","12","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","506","28","505","590","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","527","24","310","384","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","470","34","390","475","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","528","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","507","28","505","595","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","471","34","390","475","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","529","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","508","28","510","595","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","472","34","390","475","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","530","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","509","28","510","595","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","473","34","390","480","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","531","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","510","28","510","605","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","474","34","390","480","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","532","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","511","28","515","605","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","533","24","310","384","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","475","34","390","484","12","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","512","29","515","587","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","534","24","310","384","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","476","34","390","484","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","535","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","513","29","520","581","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","477","34","390","484","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","536","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","514","29","520","575","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","478","34","390","484","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","537","24","310","384","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","479","34","390","489","12","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","515","29","520","562","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","538","24","310","384","16","11","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","539","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","516","29","520","549","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","480","34","390","489","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","540","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","517","29","520","540","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","481","34","390","489","12","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","541","24","310","384","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","482","34","395","489","12","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","518","29","520","530","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","542","24","310","384","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","519","29","520","529","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","483","33","395","489","13","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","543","24","310","376","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","520","29","520","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","484","33","395","483","13","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","544","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","521","29","525","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","485","33","395","483","13","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","545","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","522","29","525","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","486","33","395","483","13","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","546","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","523","29","525","534","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","547","24","310","371","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","487","33","395","483","13","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","548","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","524","29","525","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","488","33","395","483","13","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","549","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","525","29","525","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","489","32","395","483","14","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","550","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","526","29","525","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","490","32","400","483","14","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","551","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","527","29","525","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","491","32","400","483","14","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","552","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","528","29","525","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","492","32","400","483","14","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","553","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","529","29","525","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","493","32","400","483","14","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","554","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","530","29","525","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","494","32","400","483","14","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","555","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","531","29","525","534","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","556","24","310","371","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","495","32","400","483","14","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","532","29","525","534","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","557","24","310","371","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","496","32","400","488","14","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","533","29","530","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","497","32","410","488","14","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","558","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","534","29","530","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","498","32","410","496","14","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","559","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","535","29","530","534","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","560","24","310","371","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","499","32","410","496","14","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","536","29","530","534","14","8","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","500","32","410","496","14","3","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","561","24","310","371","16","11","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","537","29","530","534","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","562","24","310","371","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","501","32","410","496","14","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","538","29","530","539","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","563","24","310","371","16","11","0"
"2","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","502","32","410","496","14","3","0"
"3","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","539","29","530","539","14","8","0"
"1","20","2.5","5","230","280","85","500","40","14","12","150","35","25","50","15","25","false","false","false","564","24","310","371","16","11","0"
